ASV,Kingdom,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy,Supergroup,Division
ASV_2341,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-3,Dino-Group-II-Clade-3_X,Dino-Group-II-Clade-3_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2342,TSAR,Eukaryota,not_provided,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.,not_provided,Stramenopiles,Bigyra
ASV_2343,TSAR,Eukaryota,not_provided,Filosa-Imbricatea,Filosa-Imbricatea_X,Filosa-Imbricatea_XX,Filosa-Imbricatea_XXX,Filosa-Imbricatea_XXX_sp.,not_provided,Rhizaria,Cercozoa
ASV_2344,Eukaryota,not_provided,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2345,TSAR,Eukaryota,not_provided,Spirotrichea,Oligotrichida,Oligotrichida_X,Oligotrichida_XX,Oligotrichida_XX_sp.,not_provided,Alveolata,Ciliophora
ASV_2346,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2347,Eukaryota,not_provided,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,unassigned,not_provided,not_provided,not_provided
ASV_2348,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Clausocalanus,Clausocalanus_furcatus,not_provided,Opisthokonta,Metazoa
ASV_2349,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2350,Haptista,Eukaryota,not_provided,Haptophyta_Clade_HAP3,Haptophyta_Clade_HAP3_X,Haptophyta_Clade_HAP3_XX,Haptophyta_Clade_HAP3_XXX,Haptophyta_Clade_HAP3_XXX_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_2351,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,not_provided,not_provided,not_provided
ASV_2352,Eukaryota,not_provided,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2353,TSAR,Eukaryota,not_provided,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_arctica,not_provided,Stramenopiles,Gyrista
ASV_2354,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-20,Dino-Group-II-Clade-20_X,Dino-Group-II-Clade-20_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2355,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,unassigned,not_provided,not_provided,not_provided
ASV_2356,Obazoa,Eukaryota,not_provided,Apusomonadidae,Apusomonadidae_Group-1,Apusomonadidae_Group-1_X,Apusomonadidae_Group-1_XX,Apusomonadidae_Group-1_XX_sp.,not_provided,Apusomonada,Apusomonada_X
ASV_2357,TSAR,Eukaryota,not_provided,Sagenista,Labyrinthulomycetes,Labyrinthulomycetes_LAB10,Labyrinthulomycetes_LAB10_X,Labyrinthulomycetes_LAB10_X_sp.,not_provided,Stramenopiles,Bigyra
ASV_2358,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2359,Eukaryota,not_provided,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2360,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Leptocylindrales,Leptocylindraceae,Leptocylindrus,Leptocylindrus convexus,not_provided,not_provided,not_provided
ASV_2361,Eukaryota,not_provided,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2362,TSAR,Eukaryota,not_provided,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos_candelabrus,not_provided,Alveolata,Dinoflagellata
ASV_2363,TSAR,Eukaryota,not_provided,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,Cylindrotheca_sp.,not_provided,Stramenopiles,Gyrista
ASV_2364,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2365,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2366,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,not_provided,not_provided,Stramenopiles,Gyrista
ASV_2367,Eukaryota,not_provided,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,unassigned,not_provided,not_provided,not_provided
ASV_2368,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2369,TSAR,Eukaryota,not_provided,Bacillariophyceae,Naviculales,not_provided,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_2370,Haptista,Eukaryota,not_provided,Pterocystida,Pterocystida_X,Pterocystida_XX,Pterocystida_XXX,Pterocystida_XXX_sp.,not_provided,Centroplasthelida,Centroplasthelida_X
ASV_2371,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2372,Eukaryota,not_provided,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2373,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Prymnesiophyceae_Clade_B4,Prymnesiophyceae_Clade_B4_X,Prymnesiophyceae_Clade_B4_X_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_2374,TSAR,Eukaryota,not_provided,Pelagophyceae,Pelagomonadales,Pelagomonadales_clade_B,Pelagomonadales_clade_B1,Pelagomonadales_clade_B1_sp.,not_provided,Stramenopiles,Gyrista
ASV_2375,TSAR,Eukaryota,not_provided,Chlorarachniophyceae,Chlorarachniophyceae_X,LC104-lineage,LC104-lineage_X,LC104-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_2376,TSAR,Eukaryota,not_provided,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,not_provided,Telonemia,Telonemia_X
ASV_2377,TSAR,Eukaryota,not_provided,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,not_provided,not_provided,Stramenopiles,Gyrista
ASV_2378,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2379,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2380,TSAR,Eukaryota,not_provided,Bolidophyceae,Parmales,Parmales_env_3,Parmales_env_3A,Parmales_env_3A_sp.,not_provided,Stramenopiles,Gyrista
ASV_2381,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2382,TSAR,Eukaryota,not_provided,Opalozoa,Nanomonadea,MAST-3,MAST-3I,MAST-3I_sp.,not_provided,Stramenopiles,Bigyra
ASV_2383,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2384,Eukaryota,not_provided,Arthropoda,Hexanauplia,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2385,TSAR,Eukaryota,not_provided,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2386,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2387,Eukaryota,not_provided,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2388,Eukaryota,not_provided,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas sp. APCC MC5-1Cryo,not_provided,not_provided,not_provided
ASV_2389,Eukaryota,not_provided,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,unassigned,not_provided,not_provided,not_provided
ASV_2390,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_2391,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2392,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_2393,TSAR,Eukaryota,not_provided,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_sp.,not_provided,Stramenopiles,Gyrista
ASV_2394,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-6,Dino-Group-II-Clade-6_X,Dino-Group-II-Clade-6_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2395,Eukaryota,not_provided,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2396,Eukaryota,not_provided,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,Incisomonas marina,not_provided,not_provided,not_provided
ASV_2397,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_fusiforme,not_provided,Alveolata,Dinoflagellata
ASV_2398,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2399,TSAR,Eukaryota,not_provided,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,Pedinellales_X,Pedinellales_X_sp.,not_provided,Stramenopiles,Gyrista
ASV_2400,unassigned,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2401,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,not_provided,not_provided,not_provided
ASV_2402,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2403,TSAR,Eukaryota,not_provided,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_LAB17,Thraustochytriaceae_LAB17_sp.,not_provided,Stramenopiles,Bigyra
ASV_2404,TSAR,Eukaryota,not_provided,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax_baltica,not_provided,Alveolata,Dinoflagellata
ASV_2405,TSAR,Eukaryota,not_provided,Dinophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2406,TSAR,Eukaryota,not_provided,Sagenista,Sagenista_X,MAST-8,MAST-8E,MAST-8E_sp.,not_provided,Stramenopiles,Bigyra
ASV_2407,TSAR,Eukaryota,not_provided,Acantharea,Acantharea_3,Acantharea_3b,Acantharea_3b_X,Acantharea_3b_X_sp.,not_provided,Rhizaria,Radiolaria
ASV_2408,TSAR,Eukaryota,not_provided,Spirotrichea,Euplotia,Aspidiscidae,Aspidisca,Aspidisca_aculeata,not_provided,Alveolata,Ciliophora
ASV_2409,Archaeplastida,Eukaryota,not_provided,Florideophyceae,Ceramiales,Rhodomelaceae,Neosiphonia,Neosiphonia_harveyi,not_provided,Rhodophyta,Rhodophyta_X
ASV_2410,TSAR,Eukaryota,not_provided,Bacillariophyceae,not_provided,not_provided,not_provided,not_provided,not_provided,Stramenopiles,Gyrista
ASV_2411,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_2412,TSAR,Eukaryota,not_provided,Oligohymenophorea,Apostomatia,not_provided,not_provided,not_provided,not_provided,Alveolata,Ciliophora
ASV_2413,TSAR,Eukaryota,not_provided,Dinophyceae,Suessiales,Suessiaceae,Pelagodinium,Pelagodinium_beii,not_provided,Alveolata,Dinoflagellata
ASV_2414,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Clausocalanus,Clausocalanus_furcatus,not_provided,Opisthokonta,Metazoa
ASV_2415,TSAR,Eukaryota,not_provided,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum_brightwellii,not_provided,Stramenopiles,Gyrista
ASV_2416,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2417,Eukaryota,not_provided,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2418,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2419,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11072,not_provided,not_provided,not_provided
ASV_2420,TSAR,Eukaryota,not_provided,CONThreeP,CONThreeP_X,Discotrichidae,NASSO_1,NASSO_1_sp.,not_provided,Alveolata,Ciliophora
ASV_2421,Obazoa,Eukaryota,not_provided,Choanoflagellatea,Choanoflagellatea_X,Choanoflagellatea_XX_Group_L,Choanoflagellatea_XXX_Group_L_X,Choanoflagellatea_XXX_Group_L_X_sp.,not_provided,Opisthokonta,Choanoflagellata
ASV_2422,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Prymnesiophyceae_Clade_B3,Prymnesiophyceae_Clade_B3_X,Prymnesiophyceae_Clade_B3_X_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_2423,TSAR,Eukaryota,not_provided,Sagenista,Labyrinthulomycetes,Thraustochytriaceae,Thraustochytriaceae_LAB17,Thraustochytriaceae_LAB17_sp.,not_provided,Stramenopiles,Bigyra
ASV_2424,TSAR,Eukaryota,not_provided,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,Guinardia_delicatula,not_provided,Stramenopiles,Gyrista
ASV_2425,TSAR,Eukaryota,not_provided,Spirotrichea,not_provided,not_provided,not_provided,not_provided,not_provided,Alveolata,Ciliophora
ASV_2426,TSAR,Eukaryota,not_provided,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2427,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa-lineage_X,Protaspa-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_2428,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group II DH145-EKD20,not_provided,not_provided,not_provided
ASV_2429,Eukaryota,not_provided,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2430,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Cryomonadida,Protaspa-lineage,Protaspa,not_provided,not_provided,Rhizaria,Cercozoa
ASV_2431,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote,not_provided,not_provided,not_provided
ASV_2432,Eukaryota,not_provided,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,unassigned,not_provided,not_provided,not_provided
ASV_2433,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2434,TSAR,Eukaryota,not_provided,Spirotrichea,Oligotrichida,Strombidiidae,Strombidium,Strombidium_sp.,not_provided,Alveolata,Ciliophora
ASV_2435,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,not_provided,not_provided,not_provided
ASV_2436,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2437,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_2438,TSAR,Eukaryota,not_provided,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,Rhizosolenia_delicatula,not_provided,Stramenopiles,Gyrista
ASV_2439,TSAR,Eukaryota,not_provided,Dinophyceae,Gonyaulacales,Gonyaulacaceae,Gonyaulax,Gonyaulax_spinifera,not_provided,Alveolata,Dinoflagellata
ASV_2440,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2441,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-10-and-11,Dino-Group-II-Clade-10-and-11_X,Dino-Group-II-Clade-10-and-11_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2442,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,not_provided,not_provided,Stramenopiles,Gyrista
ASV_2443,Eukaryota,not_provided,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula,Bugula neritina,not_provided,not_provided,not_provided
ASV_2444,TSAR,Eukaryota,not_provided,Mediophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros_danicus,not_provided,Stramenopiles,Gyrista
ASV_2445,Eukaryota,not_provided,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium jinhaense,not_provided,not_provided,not_provided
ASV_2446,TSAR,Eukaryota,not_provided,Opalozoa,Nanomonadea,MAST-3,MAST-3J,MAST-3J_sp.,not_provided,Stramenopiles,Bigyra
ASV_2447,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote,not_provided,not_provided,not_provided
ASV_2448,Eukaryota,not_provided,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia,unassigned,not_provided,not_provided,not_provided
ASV_2449,TSAR,Eukaryota,not_provided,Spirotrichea,Oligotrichida,Strombidiidae,Strombidiidae_X,Strombidiidae_X_sp.,not_provided,Alveolata,Ciliophora
ASV_2450,TSAR,Eukaryota,not_provided,Bolidophyceae,Parmales,Triparmaceae,Triparma,Triparma_eleuthera,not_provided,Stramenopiles,Gyrista
ASV_2451,Eukaryota,not_provided,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2452,Eukaryota,not_provided,unknown,Oomycota,Lagenidiales,Haliphthoraceae,Haliphthoros,unassigned,not_provided,not_provided,not_provided
ASV_2453,Eukaryota,not_provided,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2454,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_2455,Obazoa,Eukaryota,not_provided,Ichthyophonida,Abeoformidae,Abeoformidae_Group_MAIP_1,Abeoformidae_Group_MAIP_1_X,Abeoformidae_Group_MAIP_1_X_sp.,not_provided,Opisthokonta,Ichthyosporea
ASV_2456,TSAR,Eukaryota,not_provided,Dinophyceae,Peridiniales,Amphidomataceae,Azadinium,Azadinium_trinitatum,not_provided,Alveolata,Dinoflagellata
ASV_2457,TSAR,Eukaryota,not_provided,CONThreeP,CONThreeP_X,CONThreeP_XX,Askenasia,Askenasia_sp.,not_provided,Alveolata,Ciliophora
ASV_2458,TSAR,Eukaryota,not_provided,Sagenista,Sagenista_X,MAST-8,MAST-8A,MAST-8A_sp.,not_provided,Stramenopiles,Bigyra
ASV_2459,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2460,Eukaryota,not_provided,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2461,Haptista,Eukaryota,not_provided,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,Chrysochromulina_sp.,not_provided,Haptophyta,Haptophyta_X
ASV_2462,Eukaryota,not_provided,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2463,Eukaryota,not_provided,Apicomplexa,Conoidasida,Eucoccidiorida,Eimeriidae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2464,Cryptista:nucl,Eukaryota:nucl,not_provided,Cryptophyceae:nucl,Cryptomonadales:nucl,Cryptomonadales_X:nucl,not_provided,not_provided,not_provided,Cryptophyta:nucl,Cryptophyta_X:nucl
ASV_2465,Archaeplastida,Eukaryota,not_provided,Ulvophyceae,Ulvales-relatives,Ulvales-relatives_X,Ulva,Ulva_laetevirens,not_provided,Chlorophyta,Chlorophyta_X
ASV_2466,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-II,Dino-Group-II-Clade-1,Dino-Group-II-Clade-1_X,Dino-Group-II-Clade-1_X_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2467,Obazoa,Eukaryota,not_provided,Arthropoda,Crustacea,Maxillopoda,Ditrichocorycaeus,Ditrichocorycaeus_anglicus,not_provided,Opisthokonta,Metazoa
ASV_2468,Eukaryota,not_provided,unknown,Bigyra,Oblongichytrida,unknown,Oblongichytrium,unassigned,not_provided,not_provided,not_provided
ASV_2469,Eukaryota,not_provided,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned,not_provided,not_provided,not_provided
ASV_2470,TSAR,Eukaryota,not_provided,Syndiniales,Dino-Group-III,Dino-Group-III_X,Dino-Group-III_XX,Dino-Group-III_XX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2471,Eukaryota,not_provided,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2472,Eukaryota,not_provided,unknown,unknown,unknown,unknown,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2473,Obazoa,Eukaryota,not_provided,Annelida,Annelida_X,Annelida_XX,Chaetopterus,Chaetopterus_pugaporcinus,not_provided,Opisthokonta,Metazoa
ASV_2474,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2475,Archaeplastida,Eukaryota,not_provided,Florideophyceae,Ceramiales,Rhodomelaceae,not_provided,not_provided,not_provided,Rhodophyta,Rhodophyta_X
ASV_2476,TSAR,Eukaryota,not_provided,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,not_provided,not_provided,Alveolata,Dinoflagellata
ASV_2477,Eukaryota,not_provided,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,unassigned,unassigned,not_provided,not_provided,not_provided
ASV_2478,TSAR,Eukaryota,not_provided,Mediophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,not_provided,not_provided,Stramenopiles,Gyrista
ASV_2479,TSAR,Eukaryota,not_provided,Filosa-Thecofilosea,Cryomonadida,Cryothecomonas-lineage,Cryothecomonas-lineage_X,Cryothecomonas-lineage_X_sp.,not_provided,Rhizaria,Cercozoa
ASV_2480,TSAR,Eukaryota,not_provided,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,not_provided,Telonemia,Telonemia_X
ASV_2481,TSAR,Eukaryota,not_provided,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae_XXX_sp.,not_provided,Alveolata,Dinoflagellata
ASV_2482,TSAR,Eukaryota,not_provided,Telonemia_XX,Telonemia_XXX,Telonemia-Group-2,Telonemia-Group-2_X,Telonemia-Group-2_X_sp.,not_provided,Telonemia,Telonemia_X
