,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_20262,Eukaryota,unknown,Phaeophyceae,Ectocarpales,Chordariaceae,g_,s_
ASV_20269,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Pseudodiaptomidae,Pseudodiaptomus,Pseudodiaptomus marinus
ASV_20296,Eukaryota,unknown,Oomycota,Pythiales,Pythiaceae,g_,s_
ASV_20354,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20357,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,unassigned
ASV_20361,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_20375,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20391,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20403,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
ASV_20412,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_20438,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20482,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Hyalodiscaceae,Podosira,Podosira stelligera
ASV_20488,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_20489,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20495,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_20505,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20510,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_20526,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_20540,Eukaryota,Rotifera,Monogononta,Ploima,Brachionidae,Keratella,Keratella cochlearis
ASV_20605,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_20614,Eukaryota,Annelida,Polychaeta,Spionida,Chaetopteridae,g_,s_
ASV_20636,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_20656,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_20710,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,s_
ASV_20715,Eukaryota,Mollusca,Cephalopoda,Teuthida,Chiroteuthidae,Chiroteuthis,Chiroteuthis calyx
ASV_20719,Eukaryota,Rhodophyta,Bangiophyceae,Bangiales,Bangiaceae,g_,s_
ASV_20721,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_20722,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_20753,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_20772,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_20817,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus newmani
ASV_20831,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_20833,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_20836,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_20837,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_20870,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_20874,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_20884,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_20905,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus parapergens
ASV_20924,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_20928,Eukaryota,unknown,unknown,Choanoflagellata,Salpingoecidae,g_,s_
ASV_20932,Eukaryota,unknown,Bigyra,Bicosoecida,Cafeteriaceae,g_,s_
ASV_20944,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_20948,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema grethae
ASV_20952,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_20998,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_21053,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_21122,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_21123,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,s_
ASV_21124,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_21129,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_21138,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_21155,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_21175,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,unassigned
ASV_21214,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_21215,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_21226,Eukaryota,Arthropoda,Insecta,Diptera,Cylindrotomidae,g_,s_
ASV_21392,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_21406,Eukaryota,Cnidaria,Anthozoa,Scleractinia,Plesiastreidae,g_,s_
ASV_21430,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,Acanthephyra,s_
ASV_21449,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_21463,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_21474,Eukaryota,unknown,Bigyra,Thraustochytrida,Thraustochytriaceae,g_,s_
ASV_21488,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_21502,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_21508,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_21562,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_21609,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_21650,Eukaryota,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,g_,s_
ASV_21672,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,g_,s_
ASV_21689,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_21694,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_21697,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_21714,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_21768,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_21796,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_21810,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_21816,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia,Obelia dichotoma
ASV_21841,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_21842,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_21851,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_21869,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,unassigned
ASV_21873,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,unassigned,unassigned
ASV_21877,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_21880,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_21900,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,g_,s_
ASV_21907,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_21930,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_21946,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. NJCGS093-09
ASV_21973,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_21979,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,g_,s_
ASV_21999,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22002,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,g_,s_
ASV_22027,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_22031,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_22032,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,g_,s_
ASV_22037,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_22083,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_22085,Eukaryota,Porifera,Demospongiae,Haplosclerida,unknown,g_,s_
ASV_22101,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22165,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22197,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22238,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_22245,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22287,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_22297,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_22308,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22312,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia californiensis
ASV_22323,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_22419,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellariidae,Phragmatopoma,Phragmatopoma californica
ASV_22447,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_22458,Eukaryota,unknown,unknown,unknown,Vexilliferidae,g_,s_
ASV_22481,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_22484,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22521,Eukaryota,Discosea,unknown,Longamoebia,Acanthamoebidae,g_,s_
ASV_22543,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,g_,s_
ASV_22552,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,g_,s_
ASV_22560,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_22631,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_22701,Eukaryota,Arthropoda,unknown,unknown,unknown,g_,s_
ASV_22709,Eukaryota,unknown,Oomycetes,Peronosporales,Peronosporaceae,g_,s_
ASV_22820,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_22845,Eukaryota,Picozoa,unknown,unknown,unknown,g_,s_
ASV_22852,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,g_,s_
ASV_22860,Eukaryota,unknown,Oomycetes,Peronosporales,Peronosporaceae,g_,s_
ASV_22895,Eukaryota,Annelida,Polychaeta,Spionida,Chaetopteridae,g_,s_
ASV_22911,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_22946,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellariidae,Phragmatopoma,Phragmatopoma californica
ASV_22951,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_22972,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_22992,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23009,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23015,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Ptilocodiidae,g_,s_
ASV_23026,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_23033,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23036,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_23050,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_23052,Eukaryota,unknown,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_23117,Eukaryota,Discosea,unknown,Longamoebia,Acanthamoebidae,g_,s_
ASV_23135,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23144,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Cyclopidae,Cyclops,Cyclops kikuchii
ASV_23178,Eukaryota,Annelida,Polychaeta,Spionida,Chaetopteridae,Phyllochaetopterus,Phyllochaetopterus prolifica
ASV_23184,Eukaryota,Annelida,Polychaeta,Terebellida,Ampharetidae,Ampharete,Ampharete santillani
ASV_23245,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23262,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_23313,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,unassigned
ASV_23337,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV_23351,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_23358,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_23377,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23397,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus sp. NJCGS093-09
ASV_23401,Eukaryota,Ctenophora,Tentaculata,Lobata,Bolinopsidae,g_,s_
ASV_23421,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_23427,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23458,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_23470,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23490,Eukaryota,Arthropoda,unassigned,unassigned,unassigned,g_,s_
ASV_23529,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Mitrocomidae,g_,s_
ASV_23532,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_23534,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_23583,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_23656,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_23710,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_23882,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_23909,Eukaryota,Arthropoda,Malacostraca,Decapoda,Hippolytidae,Lebbeus,unassigned
ASV_23915,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23924,Eukaryota,unknown,Chrysophyceae,Chromulinales,Paraphysomonadaceae,g_,s_
ASV_23936,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_23956,Eukaryota,Cnidaria,Hydrozoa,unassigned,unassigned,g_,s_
ASV_23961,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,unassigned
ASV_23973,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_23990,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_23991,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora longicornis
ASV_24043,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_24070,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24152,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,g_,s_
ASV_24153,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24257,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_24269,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis globosa
ASV_24318,Eukaryota,Cnidaria,Hydrozoa,Anthoathecata,Hydridae,Hydra,Hydra oligactis
ASV_24347,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24385,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24395,Eukaryota,Rhodophyta,Florideophyceae,Gigartinales,Kallymeniaceae,g_,s_
ASV_24398,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_24413,Eukaryota,Arthropoda,Malacostraca,Decapoda,Polychelidae,g_,s_
ASV_24434,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_24457,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24470,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_24519,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24547,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24559,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_24568,Eukaryota,Arthropoda,Malacostraca,Mysida,Mysidae,g_,s_
ASV_24581,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_24607,Eukaryota,unknown,Chrysophyceae,Chromulinales,Chromulinaceae,g_,s_
ASV_24629,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_24659,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24710,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus
ASV_24752,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes
ASV_24774,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_24775,Eukaryota,unknown,Oomycota,Pythiales,Pythiaceae,g_,s_
ASV_24787,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24867,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24869,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_24882,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_24887,Eukaryota,unknown,Cryptophyceae,Kathablepharidacea,Katablepharidaceae,g_,s_
ASV_24961,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_24966,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,g_,s_
ASV_25008,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_25011,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_25024,Eukaryota,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,g_,s_
ASV_25057,Eukaryota,unknown,Oomycetes,Saprolegniales,Saprolegniaceae,g_,s_
ASV_25066,Eukaryota,Haptista,Haptophyta,Phaeocystales,Phaeocystaceae,g_,s_
ASV_25098,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25100,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_25152,Eukaryota,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,g_,s_
ASV_25166,Eukaryota,Arthropoda,Malacostraca,Decapoda,Oplophoridae,g_,s_
ASV_25206,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25212,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes
ASV_25227,Eukaryota,Arthropoda,Insecta,Diptera,unassigned,g_,s_
ASV_25236,Eukaryota,Rhodophyta,Florideophyceae,Hapalidiales,Hapalidiaceae,g_,s_
ASV_25288,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus
ASV_25338,Eukaryota,unknown,Cryptophyceae,unknown,unknown,g_,s_
ASV_25355,Eukaryota,Mollusca,Cephalopoda,Teuthida,Chiroteuthidae,Chiroteuthis,Chiroteuthis calyx
ASV_25359,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25367,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,g_,s_
ASV_25368,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,g_,s_
ASV_25387,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25394,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_25420,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_25443,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_25496,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25540,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_25560,Eukaryota,unknown,Oomycota,Pythiales,Pythiaceae,g_,s_
ASV_25574,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25647,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,g_,s_
ASV_25653,Eukaryota,Porifera,Demospongiae,Poecilosclerida,Microcionidae,g_,s_
ASV_25673,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_25677,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25712,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25722,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_25737,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_25743,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_25745,Eukaryota,unknown,Oomycota,unassigned,unassigned,g_,s_
ASV_25755,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25794,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25811,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_25817,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,unassigned
ASV_25833,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora longicornis
ASV_25863,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_25885,Eukaryota,unknown,Phaeophyceae,unassigned,unassigned,g_,s_
ASV_25915,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_25923,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_25929,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus elongatus
ASV_25995,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_26026,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Pontellidae,g_,s_
ASV_26035,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_26055,Eukaryota,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,unassigned
ASV_26057,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26064,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_26089,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_26093,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26114,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_26149,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_26182,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_26186,Eukaryota,unknown,Oomycota,Peronosporales,Peronosporaceae,g_,s_
ASV_26224,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_26250,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_26309,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_26323,Eukaryota,Chordata,Mammalia,Primates,Hominidae,Homo,Homo sapiens
ASV_26324,Eukaryota,Arthropoda,Arachnida,Araneae,Ochyroceratidae,g_,s_
ASV_26345,Eukaryota,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce <segmented worms>,Phyllodoce sp. BOLD:ACR2056
ASV_26376,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26387,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26396,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26407,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_26413,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_26449,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26455,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_26497,Eukaryota,Discosea,unknown,Longamoebia,Acanthamoebidae,g_,s_
ASV_26539,Bacteria,Proteobacteria,Alphaproteobacteria,Pelagibacterales,Pelagibacteraceae,g_,s_
ASV_26542,unassigned,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_26549,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus acuspes
ASV_26553,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,g_,s_
ASV_26580,Eukaryota,Haptista,Haptophyta,Prymnesiales,Chrysochromulinaceae,g_,s_
ASV_26690,Eukaryota,unknown,Phaeophyceae,Fucales,Sargassaceae,g_,s_
